device_id,refresh_day,cat_art,cat_edu,cat_ent,cat_finance,cat_game,cat_gj,cat_other,cat_party,cat_sh,cat_sport,cat_tech,cat_war
ed76d554e87e5a74d592193e9b75d016c9d9a00b,30,,,,,,,,,,,,
7bf74259a779b21bf521d55c88cf011678bee02f,30,,,,,,,,,,,,
2f8230f47045fa1c7b0cf00cefd93bcfa7105e2f,30,,,,,,,,,,,,
b0b1646d51617db402ccb21e2e7000cc96aa3938,30,,,,,,,,,,,,
58b11a7e,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
a8b28f61b75c2ec9426d8885a3610daeb41a134c,30,,,,,,,,,,,,
1a72500921027ece,30,,,,,,,,,,,,
650dbb9faa2a1c338e907bb87652a2e6bac00cd3,30,,,,,,,,,,,,
040501e72e2d1f3edae50f1e1e89c4eb66aaf182,30,,,,,,,,,,,,
241f90e17dd2e4ee57a115046c637a1078173220,30,,,,,,,,,,,,
14b1066b82bd2d7a5f72a887f7899da2ea82ccb1,30,,,,,,,,,,,,
42514e9e71e6663ad45ccf90156d9ae40a3f47f8,30,,,,,,,,,,,,
1741be8905cc895bb8a06eff46c4ac2df56eec09,30,,,,,,,,,,,,
4317a7ac05ab73d4d8a6a3740e199d9d2b44b4a6,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
d6f7aa3585fcf7819b43dfb670193d5500199928,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
de90c15dd9655a2f0ba4d0ad07f44e8e72b66be3,30,,,,,,,,,,,,
e91510f6d36b3f38b7ebd3073e726ac954904645,30,,,,,,,,,,,,
9b1a2328974a65207f76cb5e07725cac1ef3ba93,30,,,,,,,,,,,,
fd84c1e6340ffe9cddd0ea485158ea13a98e372c,30,,,,,,,,,,,,
N8K7N17211000210,30,,,,,,,,,,,,
7f41b28e,30,,,,,,,,,,,,
22c6e71ec2e95bcae56000e6d2e638ec429de7db,30,,,,,,,,,,,,
a3edfc59a4a6f407403e2d931fad8e4c8a690527,30,,,,,,,,,,,,
394ecbe0d1cb729ce5033d4a670c1c2c423f9aaf,30,,,,,,,,,,,,
621QEBPR2M46J,30,,,,,,,,,,,,
ad8faa7607bcda912cab770d14ae5182baa0a1c6,30,,,,,,,,,,,,
b56df5b6718b041d44340bcc05ecdb995556e2fc,30,,,,,,,,,,,,
c4138ca16cbf242376b2841c4f62143a0fb12652,30,,,,,,,,,,,,
AKC7N18320013458,30,,,,,,,,,,,,
7309ba17322d7c735f9c9414b0d5a333db0bbe7b,30,,,,,,,,,,,,
ed50fd95a6aad7f4e3b5b43891d3e4aee52171ea,30,,,,,,,,,,,,
6f23e2a4,30,,,,,,,,,,,,
d0c9c0e62ad7b0cd40715b70e6d4fa2bb5e71fb8,30,,,,,,,,,,,,
07ac9842b5fd7bf251e3e78e90528ef9446521d7,30,,,,,,,,,,,,
a2f4e876,30,,,,,,,,,,,,
D3H0218201006634,30,,,,,,,,,,,,
18e3dd12,30,,,,,,,,,,,,
83096e04,30,,,,,,,,,,,,
D3H7N17B24004873,30,,,,,,,,,,,,
f76476a7acd5ac4b16ab5002c1cf71dba49ef20b,30,,,,,,,,,,,,
334e918575fc3df39d6075bdc6a3a06f7e7aed8c,30,,,,,,,,,,,,
66525490e52a77ef3724b7b082fc0df327e7a4a0,30,,,,,,,,,,,,
0de57ab8e1af7326a7c0904f240c46adedecfc17,30,,,,,,,,,,,,
f5a8a6b3f72141161e7c713101e27b62967c520d,30,,,,,,,,,,,,
988914315354495a42,30,,,,,,,,,,,,
0ae3b3a022c3bb11d3d17011501a2c1cba36d938,30,,,,,,,,,,,,
fa592d0be45450cc7afec21cf14ac80c24711f20,30,,,,,,,,,,,,
b6ce7e793478f3089e9c703f7344bb21a4d4ded3,30,,,,,,,,,,,,
UYT7N17B22005868,30,,,,,,,,,,,,
98891a433836314630,30,,,,,,,,,,,,
71682dfd808f0b48f479ed7564d9c2b00ffc201f,30,,,,,,,,,,,,
21a4bdc,30,,,,,,,,,,,,
481b4f7c8734f182dc348a3f5905f5e2e15dee86,30,,,,,,,,,,,,
8e61d45f,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8c4af90f854cca3231a30b8a3e34d1a7d3fe39f1,30,,,,,,,,,,,,
d34cdc32,30,,,,,,,,,,,,
3PL7N17B09000351,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1b4933257c4870cb929abbb3f21e8e75b2b46185,30,,,,,,,,,,,,
093f558ba63d7b63ae7a83bdd1baace1b1cbcc44,30,,,,,,,,,,,,
60d7a37e4aba06a07d77a945a19ce24ddac6a72c,30,,,,,,,,,,,,
ea2adc2c908ff40e6381d0d55a78cf5af93d2336,30,,,,,,,,,,,,
13ad49d69986c462848d662c082caa5d6d1bdd8a,30,,,,,,,,,,,,
NWP0217B07000916,30,,,,,,,,,,,,
de036d4d247531050cf82cf59d7f7a71a5133220,30,,,,,,,,,,,,
46de5f38b709c59eeadca51e00f4a508d337b665,30,,,,,,,,,,,,
dd4abec6aebf4e4b36cfd00c932b59074e68242b,30,,,,,,,,,,,,
d2776a81,30,,,,,,,,,,,,
CSXDU17626001114,30,,,,,,,,,,,,
e9ffeff743a5d878d3f0bf5539ae81b5798a1148,30,,,,,,,,,,,,
d74ee0010404,30,,,,,,,,,,,,
98899a46414f414636,30,,,,,,,,,,,,
S9B4C17410015368,30,,,,,,,,,,,,
0aa6053a2e755a1d4b840296f8f883a1c30f328b,30,,,,,,,,,,,,
2e867e55ce3445871aba071273955e1cb9832c65,30,,,,,,,,,,,,
bd271ad24c323f96701e8304ee85401e741c0009,30,,,,,,,,,,,,
1d98f0d1,30,,,,,,,,,,,,
c2fadc19,30,,,,,,,,,,,,
5a3dc477,30,,,,,,,,,,,,
ab29c0bb42ead24be362795ddb165c265ed1b5a1,30,,,,,,,,,,,,
N8K0217210011577,30,,,,,,,,,,,,
b772794a333b0d7b4c00445febf0631d5f719df4,30,,,,,,,,,,,,
2565ba9f5101d6966cd6e1fd7885ff80ba6e8315,30,,,,,,,,,,,,
9639ce6a409f1ebae5aa28dc50bf752cb5e80813,30,,,,,,,,,,,,
cb212b820a7b0887e1f4b4245282f057a30358dc,30,,,,,,,,,,,,
db4ad2089804,30,,,,,,,,,,,,
adc7b18e24912f299fa4b0ffef521a2cea0327ac,30,,,,,,,,,,,,
3ee8a8959c492813b334e981e39c0ef12a81d03f,30,,,,,,,,,,,,
3cd20de4beeec9298f02650599e75cb47a9793d0,30,,,,,,,,,,,,
H6D7N15421003290,30,,,,,,,,,,,,
8f0e4aa190bb3bc6d8c764c28af01c83a86a81c0,30,,,,,,,,,,,,
a34b1145ed551bc48038060c723548974becd522,30,,,,,,,,,,,,
06e89ea1c53c08e11ce680e6d60d78e89540f3e6,30,,,,,,,,,,,,
ab175fa43a144cb60e5bc21558e2d6454f46e1bf,30,,,,,,,,,,,,
4cf3fd8a6bcb4b25ce17e72d8a25d8b1973ab77b,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
M92QACPSYRG54,30,,,,,,,,,,,,
MKJ4C18106004499,30,,,,,,,,,,,,
a4db28a9efe3decaa3fef21efe3b0ef81f6b4eb6,30,,,,,,,,,,,,
8a26fedc,30,,,,,,,,,,,,
988919435739305032,30,,,,,,,,,,,,
d3285f228e8337055de7684ad3f055f8544b3ab6,30,,,,,,,,,,,,
721QECRD2F4E2,30,,,,,,,,,,,,
2e394150ebcc42a8d7adf0163a899b5e5cbdfb87,30,,,,,,,,,,,,
ec41097e64e87b5b9c4d2fb9358f2645422396fa,30,,,,,,,,,,,,
4dfab5db464f5d75399d15091cccd1a2def4f46e,30,,,,,,,,,,,,
900897ab,30,,,,,,,,,,,,
7c4bc9b,30,,,,,,,,,,,,
78c3d67bdd161e7a73959b6e3c6a5fbd5186e373,30,,,,,,,,,,,,
5dda65f0,30,,,,,,,,,,,,
be7bed38c7515c241f84c9d03426f6b3efb4ae7b,30,,,,,,,,,,,,
9YEDU18403006871,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4559364c31443098,30,,,,,,,,,,,,
0230a56bcc34bc48518f5498f460610a0ff40d41,30,,,,,,,,,,,,
047cef2dd1773a89681c73a98e577ad99d68566b,30,,,,,,,,,,,,
22917392fe782757d6e3c4c58b7c511414e23270,30,,,,,,,,,,,,
849409d577ba2ce8de039fd216ceb826022efcb6,30,,,,,,,,,,,,
399ac992,30,,,,,,,,,,,,
b6f408d52edf39b71ec2849f9318ca455db89091,30,,,,,,,,,,,,
TWGDU17715001003,30,,,,,,,,,,,,
6b77238e7f5d559b53e1fbe77f0f097c016b42a4,30,,,,,,,,,,,,
09888344b8c721668bb94623e432423a4da45cad,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
a935c6a083b23c9cea7fd0ef3197859cddc64c07,30,,,,,,,,,,,,
7ef86596b1e53dc12c1c7e482c934f368ffb901f,30,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59130773a458c0fa4f296c82ddef138d3901e930,30,,,,,,,,,,,,
d76be39eb421ba4f5680ce9a77f7c8f27070899d,30,,,,,,,,,,,,
01b57c4d4cda99cfd3b1a157ece8c9de5c9272fe,30,,,,,,,,,,,,
JJMN89SGPRUKEY9L,30,,,,,,,,,,,,
60fb3e99c16316f96cb29a131c77e8cd079c5ffd,30,,,,,,,,,,,,
971caf83,30,,,,,,,,,,,,
CJL5T16120029241,30,,,,,,,,,,,,
9af7435d8882b35e4775e93e1accf72a59bec6c1,30,,,,,,,,,,,,
3e2e957ece431e4706bd04cec1ed1da66c349926,30,,,,,,,,,,,,
5EF0217C14007074,30,,,,,,,,,,,,
CJL0216913003974,30,,,,,,,,,,,,
cba84056d9b4144c7ceed19dbd5bc1e49cad5229,30,,,,,,,,,,,,
0d2e5255840438206813cb6a17cc87bbcbcd4431,30,,,,,,,,,,,,
68a09f0b,30,,,,,,,,,,,,
51640f88d5341f65a5feaac7537d972f29236f86,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
35c59e5b,30,,,,,,,,,,,,
9a88339a2917a4d29d34330a614602c7bc125ac7,30,,,,,,,,,,,,
7f74e1889567fb255850930da924e85fbe17fcd3,30,,,,,,,,,,,,
dd750a9059b12685d030e79a0e917ba0a0f422fd,30,,,,,,,,,,,,
8e202c6f06f56588e9d43604e1e01f03a640b19a,30,,,,,,,,,,,,
977625d68c6ad509e0c9010dc2ef97fa6d52d1c8,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9YEDU18428003608,30,,,,,,,,,,,,
792QBER6226YP,30,,,,,,,,,,,,
WGY0217517001826,30,,,,,,,,,,,,
963a6a49179a75df9df6b02952098d4666c5c592,30,,,,,,,,,,,,
7dba363d298bb0837ae3e6c6cfac8ecc73b2844b,30,,,,,,,,,,,,
995f6fe1,30,,,,,,,,,,,,
e96b6d855c1d439a92f70bdf7b3dcc5bfc324fdb,30,,,,,,,,,,,,
EECYZ5W8ZLAUNVFM,30,,,,,,,,,,,,
513de82579e8a5fc830fb4d165a4ef02d33a6957,30,,,,,,,,,,,,
fd0d359b,30,,,,,,,,,,,,
5EF7N17B23004112,30,,,,,,,,,,,,
2351f3d8a30d7ece,30,,,,,,,,,,,,
e9ccdd7994f398b145ac6a989180e4b9ec79f993,30,,,,,,,,,,,,
4b17044d,30,,,,,,,,,,,,
d7431075,30,,,,,,,,,,,,
e652a72,30,,,,,,,,,,,,
84b7e031,30,,,,,,,,,,,,
11e445ba,30,,,,,,,,,,,,
fe03c6eb,30,,,,,,,,,,,,
56ac0c99,30,,,,,,,,,,,,
ce1fdc4a51def2a94b10d2fb274e95478f4d122c,30,,,,,,,,,,,,
ff94c81e,30,,,,,,,,,,,,
WGY0217401006796,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
b317101b0721b844d954f1a22c3b7da627c60401,30,,,,,,,,,,,,
9YE0218426018274,30,,,,,,,,,,,,
H4P0218406000502,30,,,,,,,,,,,,
e6af7eb853ef7085638ca53a4f4671ada9e78f5f,30,,,,,,,,,,,,
167df9803183d87fd86d2f5eaeb6b17963d3c521,30,,,,,,,,,,,,
7409de9cb6f3e288bf23277ad4d9d1055e9f50e8,30,,,,,,,,,,,,
5EF0217B16003337,30,,,,,,,,,,,,
dd5b36ac6ffa814d2df4336c2529d66c8a923942,30,,,,,,,,,,,,
RKKDU18326000718,30,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1015fa6171e52703,30,,,,,,,,,,,,
0815f812e3d92602,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8e68ffe9246ca6f91702951bcb9cf6fefce99dd0,30,,,,,,,,,,,,
7c4d6b5b4a7d0d77c0d38847c55e0ced1cab5505,30,,,,,,,,,,,,
8PEITCYTTGFEPFRK,30,,,,,,,,,,,,
28c425a9,30,,,,,,,,,,,,
679115ed4d2d339e7990408e6c0dea3913a8795c,30,,,,,,,,,,,,
b64d4d2c2da9dc7652f3d20259fe9a95c70f5dcd,30,,,,,,,,,,,,
97004abb7c5ee3112c402da1fa5eba24ecf55d7e,30,,,,,,,,,,,,
CJL5T16108036194,30,,,,,,,,,,,,
f7519321490f96c298f02318028fa548fa1db310,30,,,,,,,,,,,,
e24e5e7627a3cfde117eae5622208339b8fe1f4d,30,,,,,,,,,,,,
GWY0217217000627,30,,,,,,,,,,,,
081ccfdfc5f0b05e293bb9a107efb95eec9d508c,30,,,,,,,,,,,,
ff0470c649454944ed32331121ff36f3dfedbf4c,30,,,,,,,,,,,,
78496ad5,30,,,,,,,,,,,,
f043c5ba,30,,,,,,,,,,,,
5JPDU17715018169,30,,,,,,,,,,,,
b402a1163243c8aaff25b0c700f8a5b13665b1f6,30,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
860BDMJ226VH,30,,,,,,,,,,,,
faeb45732d4c02fab1bfed5827de28499b0b7aed,30,,,,,,,,,,,,
b585dcf4,30,,,,,,,,,,,,
009acdae5274,30,,,,,,,,,,,,
37be1fec73e43ac8723b8d612b82de83985568a1,30,,,,,,,,,,,,
e42500fb236a3e2b1f2b9eab0a66e4b4e350034c,30,,,,,,,,,,,,
78502ad06771c837c8949cd9860742f77da7f19e,30,,,,,,,,,,,,
955e4884,30,,,,,,,,,,,,
73265685bc58d079e5abe99b8b01c5c9fb74123f,30,,,,,,,,,,,,
e8549a42550d092bede87c4f533265b6d433e995,30,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
b7c0eeb35f470257ee72018b1f484792d911720a,30,,,,,,,,,,,,
b0e897742797256c7266862c2dad1f2ab012f5f5,30,,,,,,,,,,,,
MJ89HMGY99999999,30,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3HX5T17407003891,30,,,,,,,,,,,,
4902bf6fa6b343afdad855c1819ead6db5056389,30,,,,,,,,,,,,
157edacd31f6dc25dba6e5fcd4c4cf66f5c42759,30,,,,,,,,,,,,
a17f1983,30,,,,,,,,,,,,
cb74fbe9e7559e72bc574f21063f465baa4b61b9,30,,,,,,,,,,,,
0067c04c90f3aa0ac5ce8eb348a97b3e4dbeb4d8,30,,,,,,,,,,,,
3HX0217908002780,30,,,,,,,,,,,,
D5F0218424003684,30,,,,,,,,,,,,
43dcfc99973f0f84f4bf65289b96886fda873499,30,,,,,,,,,,,,
26ebf185,30,,,,,,,,,,,,
c749a75ca48ea68f73ea44c500367103d603f01d,30,,,,,,,,,,,,
111dd3a661eb09501badf035d319904203d9f5a8,30,,,,,,,,,,,,
339e6ce95d7a94726cea21f6d12784ba8a92c744,30,,,,,,,,,,,,
1329ec93b0dd223a5777d9961bb6671d96b8f5a2,30,,,,,,,,,,,,
1b082cd8bc80b8e535aacefed159632155a7de84,30,,,,,,,,,,,,
P7C0217C20003269,30,,,,,,,,,,,,
f522d90e83a7a86af8084fdf51ef96889ae57360,30,,,,,,,,,,,,
71dbd32d,30,,,,,,,,,,,,
60175937fd311d7fda30eb6388b69adbec7ce6ba,30,,,,,,,,,,,,
acce220d8831c20da385a4fa0310f95603f43c3e,30,,,,,,,,,,,,
b4d36e43b8489ce547ad2d42c207fe00c4b1c565,30,,,,,,,,,,,,
910edf322a3d0eeea4778b1c52af6713f9fee3e1,30,,,,,,,,,,,,
a7c2698addc70d862f8b8edc253fe38f698cea71,30,,,,,,,,,,,,
567d099956e81bcf9a12afafdb3b0eb9a3b77c27,30,,,,,,,,,,,,
ZX1G225566,30,,,,,,,,,,,,
0597ac8650864fade2245b5bab50831dba03bf09,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2dc255adc3fb419fed3ef8f9449393dc3968beff,30,,,,,,,,,,,,
4ffba58512927633a604b2bf002632fbf8985e03,30,,,,,,,,,,,,
WTK7N16A22012298,30,,,,,,,,,,,,
98d822d4,30,,,,,,,,,,,,
NDF7N18228003442,30,,,,,,,,,,,,
9976f011ad6a296e53466f346f3b70771bdb7acb,30,,,,,,,,,,,,
8FS7N16819010824,30,,,,,,,,,,,,
304157e4,30,,,,,,,,,,,,
CLB7N18413012819,30,,,,,,,,,,,,
9cdac7d2399eb1ac732b68258db881697d577a3d,30,,,,,,,,,,,,
17a75b5351cc9d9b35526d4871f16e7a9c1d0ab4,30,,,,,,,,,,,,
1aa69d4ac1c0f0085b076fdaf5f72f5cebcf2a9f,30,,,,,,,,,,,,
e0e93e79f02b8320c0bab52954d065a82dba2fdb,30,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1a5dcec4,30,,,,,,,,,,,,
95e2040d25a969e656e929b92a21570f1fb7971a,30,,,,,,,,,,,,
B2T5T16B09028084,30,,,,,,,,,,,,
c4f06426cddb6b2613a5a24c5ae78d1dfb7fd445,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RJC5T17930016765,30,,,,,,,,,,,,
a32bf8dab13a6afea23d4a1cda3c54e6e83ff545,30,,,,,,,,,,,,
d8e4cc1eda9e2491c2591b9c340b369d4a9dbd28,30,,,,,,,,,,,,
5EF0218315001647,30,,,,,,,,,,,,
